,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,Has_freq,Has_aoa,Filter,score
4257,lcnl,mashed,3,1.098612289,8.80140916,5.61,2.73,2.244,1,1,2,TRUE,TRUE,TRUE,11.04540916
4937,3k,pew,#N/A,#N/A,#N/A,8.56,3.47,3.424,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4939,3k,phage,#N/A,#N/A,#N/A,15.57,5.38,6.228,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
788,3k,bunk,3,1.098612289,8.80140916,5.62,2.52,2.248,0,8,7,TRUE,TRUE,TRUE,11.04940916
4944,lcnl,phi,#N/A,#N/A,#N/A,13.36,3.46,5.344,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4948,lcnl,phlegm,#N/A,#N/A,#N/A,11.27,3.45,4.508,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4949,lcnl,phlox,#N/A,#N/A,#N/A,14.57,6.16,5.828,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
202,3k,base,4,1.386294361,8.487546753,6.42,2.57,2.568,20,26,31,TRUE,TRUE,TRUE,11.05554675
4953,3k,phrase,#N/A,#N/A,#N/A,8.44,3.6,3.376,0,1,5,FALSE,TRUE,FALSE,
4955,lcnl,pi,#N/A,#N/A,#N/A,11.94,3,4.776,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1025,3k,chief,6,1.791759469,8.045182537,7.53,2.86,3.012,17,55,64,TRUE,TRUE,TRUE,11.05718254
2104,3k,faint,6,1.791759469,8.045182537,7.53,2.12,3.012,4,9,21,TRUE,TRUE,TRUE,11.05718254
340,3k,bill,4,1.386294361,8.487546753,6.4242,2.07,2.56968,442,263,117,TRUE,TRUE,TRUE,11.05722675
4963,unl,pied,#N/A,#N/A,#N/A,11.86,5.11,4.744,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4964,3k,pier,#N/A,#N/A,#N/A,9.56,1.89,3.824,0,5,5,FALSE,TRUE,FALSE,
4965,3k,pierce,#N/A,#N/A,#N/A,8.076035,2.67,3.230414,11,5,2,FALSE,TRUE,FALSE,
2438,3k,fond,11,2.397895273,7.383885708,9.21,2.42,3.684,9,7,12,TRUE,TRUE,TRUE,11.06788571
4972,3k,pike,#N/A,#N/A,#N/A,12.06,3.11,4.824,2,4,3,FALSE,TRUE,FALSE,
1361,3k,cost,3,1.098612289,8.80140916,5.67,1.88,2.268,30,23,24,TRUE,TRUE,TRUE,11.06940916
8427,3k,worth,5,1.609437912,8.244096157,7.084934,2.87,2.8339736,18,31,42,TRUE,TRUE,TRUE,11.07806976
4979,3k,pimp,#N/A,#N/A,#N/A,12.78,2.56,5.112,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4611,3k,nick,6,1.791759469,8.045182537,7.585813,2.04,3.0343252,79,44,9,TRUE,TRUE,TRUE,11.07950774
4756,unl,ours,2,0.693147181,9.243773377,4.601853,2.05,1.8407412,8,14,14,TRUE,TRUE,TRUE,11.08451458
4515,3k,munch,6,1.791759469,8.045182537,7.6,2.37,3.04,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.08518254
4987,lcnl,ping,#N/A,#N/A,#N/A,8.76,3.6,3.504,14,0,2,FALSE,TRUE,FALSE,
8155,3k,waste,4,1.386294361,8.487546753,6.5,1.69,2.6,9,23,24,TRUE,TRUE,TRUE,11.08754675
1051,lcnl,chirp,2,0.693147181,9.243773377,4.63,1.71,1.852,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.09577338
256,3k,beast,3,1.098612289,8.80140916,5.74,2.79,2.296,26,13,12,TRUE,TRUE,TRUE,11.09740916
7146,lcnl,strings,3,1.098612289,8.80140916,5.74,2.26,2.296,5,10,13,TRUE,TRUE,TRUE,11.09740916
5001,lcnl,pique,#N/A,#N/A,#N/A,12.59,2.83,5.036,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5005,3k,piss,#N/A,#N/A,#N/A,7.56,3.26,3.024,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7583,3k,thud,7,1.945910149,7.877003467,8.06,2.84,3.224,1,5,6,TRUE,TRUE,TRUE,11.10100347
5008,3k,pitch,#N/A,#N/A,#N/A,6.42,3.01,2.568,19,16,16,FALSE,TRUE,FALSE,
5010,3k,pith,#N/A,#N/A,#N/A,12.94,4.54,5.176,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
462,unl,blub,7,1.945910149,7.877003467,8.08,2.81,3.232,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.10900347
5018,lcnl,plague,#N/A,#N/A,#N/A,9.26,2.62,3.704,0,0,1,FALSE,TRUE,FALSE,
5021,unl,plaice,#N/A,#N/A,#N/A,14,4.24,5.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5022,3k,plaid,#N/A,#N/A,#N/A,8.56,3.47,3.424,0,1,1,FALSE,TRUE,FALSE,
2784,3k,glue,2,0.693147181,9.243773377,4.67,1.08,1.868,13,6,9,TRUE,TRUE,TRUE,11.11177338
5026,lcnl,plaint,#N/A,#N/A,#N/A,12,3.84,4.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5027,unl,plait,#N/A,#N/A,#N/A,13,1.41,5.2,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6388,3k,slap,2,0.693147181,9.243773377,4.67,2.3,1.868,5,2,6,TRUE,TRUE,TRUE,11.11177338
2563,3k,fry,3,1.098612289,8.80140916,5.79,1.69,2.316,9,4,4,TRUE,TRUE,TRUE,11.11740916
4888,lcnl,peek,3,1.098612289,8.80140916,5.79,3.01,2.316,49,11,4,TRUE,TRUE,TRUE,11.11740916
1150,3k,claw,2,0.693147181,9.243773377,4.7,2.2,1.88,6,4,2,TRUE,TRUE,TRUE,11.12377338
5041,lcnl,plaque,#N/A,#N/A,#N/A,7.39,1.94,2.956,0,0,1,FALSE,TRUE,FALSE,
5044,unl,plat,#N/A,#N/A,#N/A,14.5,5.42,5.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4769,lcnl,ox,2,0.693147181,9.243773377,4.72,1.96,1.888,27,16,13,TRUE,TRUE,TRUE,11.13177338
1476,3k,crisp,5,1.609437912,8.244096157,7.22,2.84,2.888,1,1,3,TRUE,TRUE,TRUE,11.13209616
5052,3k,plea,#N/A,#N/A,#N/A,8.42,2.76,3.368,0,0,0,FALSE,TRUE,FALSE,
6566,3k,sneak,3,1.098612289,8.80140916,5.83,2.53,2.332,4,4,8,TRUE,TRUE,TRUE,11.13340916
1835,3k,dough,4,1.386294361,8.487546753,6.63,2.91,2.652,22,14,5,TRUE,TRUE,TRUE,11.13954675
1840,3k,dove,4,1.386294361,8.487546753,6.63,2.22,2.652,23,14,9,TRUE,TRUE,TRUE,11.13954675
910,3k,cast,5,1.609437912,8.244096157,7.24,3.16,2.896,4,11,20,TRUE,TRUE,TRUE,11.14009616
5060,unl,plebs,#N/A,#N/A,#N/A,15.57,2.88,6.228,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4997,3k,pipe,7,1.945910149,7.877003467,8.17,2.23,3.268,42,37,21,TRUE,TRUE,TRUE,11.14500347
5067,3k,plight,#N/A,#N/A,#N/A,11.97,3.16,4.788,0,0,0,FALSE,TRUE,FALSE,
5070,3k,plod,#N/A,#N/A,#N/A,10.2,3.9,4.08,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
61,3k,ape,3,1.098612289,8.80140916,5.89,2.64,2.356,19,11,2,TRUE,TRUE,TRUE,11.15740916
5076,3k,plot,#N/A,#N/A,#N/A,8.65,1.73,3.46,6,2,8,FALSE,TRUE,FALSE,
1048,3k,chip,3,1.098612289,8.80140916,5.89,2.35,2.356,57,12,17,TRUE,TRUE,TRUE,11.15740916
5084,lcnl,ploy,#N/A,#N/A,#N/A,12.5,2.46,5,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4220,3k,malt,10,2.302585093,7.487869534,9.18,3.59,3.672,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.15986953
2320,3k,flea,6,1.791759469,8.045182537,7.79,2.97,3.116,13,14,4,TRUE,TRUE,TRUE,11.16118254
7389,3k,taps,9,2.197224577,7.60281832,8.9,3.51,3.56,6,1,1,TRUE,TRUE,TRUE,11.16281832
5093,3k,plumb,#N/A,#N/A,#N/A,9.813126,6.24,3.9252504,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5096,3k,plume,#N/A,#N/A,#N/A,11.24,2.91,4.496,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4258,3k,mask,2,0.693147181,9.243773377,4.8,2.46,1.92,28,17,16,TRUE,TRUE,TRUE,11.16377338
5102,3k,plunge,#N/A,#N/A,#N/A,8.61,2.85,3.444,0,0,0,FALSE,TRUE,FALSE,
3264,3k,hind,10,2.302585093,7.487869534,9.21,3.47,3.684,1,8,15,TRUE,TRUE,TRUE,11.17186953
6042,3k,sense,5,1.609437912,8.244096157,7.32,2.31,2.928,16,40,61,TRUE,TRUE,TRUE,11.17209616
5108,3k,plush,#N/A,#N/A,#N/A,9.58,3.47,3.832,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5109,lcnl,ply,#N/A,#N/A,#N/A,12,3.41,4.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5449,3k,raise,4,1.386294361,8.487546753,6.72,2.72,2.688,13,31,45,TRUE,TRUE,TRUE,11.17554675
5113,lcnl,pock,#N/A,#N/A,#N/A,12,3.53,4.8,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5115,3k,pod,#N/A,#N/A,#N/A,7.95,3.87,3.18,0,4,6,FALSE,TRUE,FALSE,
3967,3k,lid,3,1.098612289,8.80140916,5.95,3.09,2.38,16,14,13,TRUE,TRUE,TRUE,11.18140916
5120,3k,poise,#N/A,#N/A,#N/A,11.33,3.33,4.532,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6532,lcnl,smooch,4,1.386294361,8.487546753,6.74,3.26,2.696,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.18354675
2537,unl,fritz,24,3.17805383,6.53272929,11.635473,4.2,4.6541892,26,10,6,TRUE,TRUE,TRUE,11.18691849
4804,3k,palm,3,1.098612289,8.80140916,6,2.83,2.4,2,22,33,TRUE,TRUE,TRUE,11.20140916
5133,3k,pomp,#N/A,#N/A,#N/A,12.38,3.93,4.952,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5456,3k,ram,7,1.945910149,7.877003467,8.32,3.33,3.328,0,3,1,TRUE,TRUE,TRUE,11.20500347
5139,lcnl,pone,#N/A,#N/A,#N/A,14.18,3.09,5.672,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5141,unl,pong,#N/A,#N/A,#N/A,8.68,3.92,3.472,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5145,lcnl,pooch,#N/A,#N/A,#N/A,7.67,3.31,3.068,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6413,3k,sleeve,2,0.693147181,9.243773377,4.94,2.13,1.976,3,11,10,TRUE,TRUE,TRUE,11.21977338
4891,3k,peel,3,1.098612289,8.80140916,6.05,2.41,2.42,1,4,5,TRUE,TRUE,TRUE,11.22140916
5789,3k,sake,8,2.079441542,7.73132013,8.74,3.36,3.496,2,10,11,TRUE,TRUE,TRUE,11.22732013
2523,lcnl,fried,5,1.609437912,8.244096157,7.47,2.67,2.988,1,10,8,TRUE,TRUE,TRUE,11.23209616
4714,lcnl,oats,5,1.609437912,8.244096157,7.4899,2.69,2.99596,7,5,8,TRUE,TRUE,TRUE,11.24005616
5158,3k,pope,#N/A,#N/A,#N/A,8.83,2.64,3.532,0,0,4,FALSE,TRUE,FALSE,
1260,3k,coach,4,1.386294361,8.487546753,6.89,2,2.756,47,61,35,TRUE,TRUE,TRUE,11.24354675
5163,3k,pore,#N/A,#N/A,#N/A,9.89,3.18,3.956,0,0,0,FALSE,TRUE,FALSE,
2383,3k,flour,4,1.386294361,8.487546753,6.89,2.33,2.756,56,18,12,TRUE,TRUE,TRUE,11.24354675
5168,lcnl,porn,#N/A,#N/A,#N/A,11.56,3.01,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5171,3k,port,#N/A,#N/A,#N/A,9.32,3.22,3.728,1,5,8,FALSE,TRUE,FALSE,
5173,3k,pose,#N/A,#N/A,#N/A,7.89,2.66,3.156,0,0,0,FALSE,TRUE,FALSE,
5175,3k,posh,#N/A,#N/A,#N/A,11.88,3.55,4.752,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
223,3k,bathe,2,0.693147181,9.243773377,5,2.11,2,0,2,3,TRUE,TRUE,TRUE,11.24377338
5188,3k,pour,2,0.693147181,9.243773377,5,1.88,2,5,10,10,TRUE,TRUE,TRUE,11.24377338
6035,3k,self,2,0.693147181,9.243773377,5,1.89,2,7,3,3,TRUE,TRUE,TRUE,11.24377338
6806,3k,sponge,2,0.693147181,9.243773377,5,2.05,2,1,1,2,TRUE,TRUE,TRUE,11.24377338
1449,3k,creep,6,1.791759469,8.045182537,8,2.38,3.2,11,11,9,TRUE,TRUE,TRUE,11.24518254
880,3k,cape,4,1.386294361,8.487546753,6.903765,4.52,2.761506,39,13,9,TRUE,TRUE,TRUE,11.24905275
8432,3k,wound,5,1.609437912,8.244096157,7.52,2.73,3.008,6,9,24,TRUE,TRUE,TRUE,11.25209616
835,3k,cab,4,1.386294361,8.487546753,6.94,2.86,2.776,9,9,8,TRUE,TRUE,TRUE,11.26354675
5197,3k,praise,#N/A,#N/A,#N/A,7.95,4.17,3.18,0,2,3,FALSE,TRUE,FALSE,
5199,3k,pram,#N/A,#N/A,#N/A,9.9,1.73,3.96,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3485,3k,itch,2,0.693147181,9.243773377,5.05,1.08,2.02,6,2,3,TRUE,TRUE,TRUE,11.26377338
5203,3k,prank,#N/A,#N/A,#N/A,8.39,2.5,3.356,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5207,lcnl,prawn,#N/A,#N/A,#N/A,13.06,4.94,5.224,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
489,3k,bob,3,1.098612289,8.80140916,6.157775,1.97,2.46311,281,91,66,TRUE,TRUE,TRUE,11.26451916
7808,3k,trim,4,1.386294361,8.487546753,6.95,2.37,2.78,2,3,2,TRUE,TRUE,TRUE,11.26754675
5214,3k,preach,#N/A,#N/A,#N/A,7.33,1.88,2.932,0,1,0,FALSE,TRUE,FALSE,
5216,lcnl,preen,#N/A,#N/A,#N/A,13.23,4.25,5.292,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5219,3k,prep,#N/A,#N/A,#N/A,9.24,2.88,3.696,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
565,3k,bounce,3,1.098612289,8.80140916,6.17,4.9,2.468,5,11,14,TRUE,TRUE,TRUE,11.26940916
2463,3k,form,5,1.609437912,8.244096157,7.58,2.97,3.032,17,45,100,TRUE,TRUE,TRUE,11.27609616
1644,3k,dawn,4,1.386294361,8.487546753,7,1.94,2.8,30,25,31,TRUE,TRUE,TRUE,11.28754675
5719,3k,row,4,1.386294361,8.487546753,7,3.07,2.8,27,45,46,TRUE,TRUE,TRUE,11.28754675
8365,3k,wink,5,1.609437912,8.244096157,7.65,4.57,3.06,9,6,5,TRUE,TRUE,TRUE,11.30409616
8401,3k,wont,5,1.609437912,8.244096157,7.65,4.3,3.06,0,1,1,TRUE,TRUE,TRUE,11.30409616
5238,lcnl,prig,#N/A,#N/A,#N/A,11.85,3.41,4.74,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5239,3k,prim,#N/A,#N/A,#N/A,9.58,2.63,3.832,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5240,3k,prime,#N/A,#N/A,#N/A,8.83,3.13,3.532,0,3,9,FALSE,TRUE,FALSE,
5242,lcnl,primp,#N/A,#N/A,#N/A,11.67,2.4,4.668,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7541,3k,thread,4,1.386294361,8.487546753,7.06,2.92,2.824,21,22,11,TRUE,TRUE,TRUE,11.31154675
4329,3k,mew,9,2.197224577,7.60281832,9.29,3.97,3.716,#N/A,#N/A,#N/A,TRUE,TRUE,TRUE,11.31881832
2986,3k,gross,2,0.693147181,9.243773377,5.21,2.92,2.084,2,0,1,TRUE,TRUE,TRUE,11.32777338
5693,lcnl,ropes,2,0.693147181,9.243773377,5.21,1.65,2.084,14,20,13,TRUE,TRUE,TRUE,11.32777338
5252,3k,pro,#N/A,#N/A,#N/A,8.39,3.27,3.356,0,2,1,FALSE,TRUE,FALSE,
5253,3k,probe,#N/A,#N/A,#N/A,9.9,2.85,3.96,0,0,0,FALSE,TRUE,FALSE,
7734,3k,tow,7,1.945910149,7.877003467,8.63,3.53,3.452,1,5,2,TRUE,TRUE,TRUE,11.32900347
5261,lcnl,prom,#N/A,#N/A,#N/A,10.42,2.89,4.168,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5262,3k,prompt,#N/A,#N/A,#N/A,10.24,2.31,4.096,0,0,1,FALSE,TRUE,FALSE,
5264,3k,prone,#N/A,#N/A,#N/A,12.58,3.79,5.032,0,0,0,FALSE,TRUE,FALSE,
5265,lcnl,prong,#N/A,#N/A,#N/A,10.78,4.76,4.312,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5268,3k,proof,#N/A,#N/A,#N/A,8.06,2.13,3.224,0,2,6,FALSE,TRUE,FALSE,
5271,3k,prop,#N/A,#N/A,#N/A,10.83,3.87,4.332,1,0,0,FALSE,TRUE,FALSE,
5275,3k,prose,#N/A,#N/A,#N/A,12.06,3.82,4.824,0,0,0,FALSE,TRUE,FALSE,
5099,3k,plump,6,1.791759469,8.045182537,8.21,3.14,3.284,6,6,5,TRUE,TRUE,TRUE,11.32918254
4866,3k,peace,3,1.098612289,8.80140916,6.32,2.52,2.528,7,17,30,TRUE,TRUE,TRUE,11.32940916
947,3k,chain,2,0.693147181,9.243773377,5.22,2.13,2.088,15,19,24,TRUE,TRUE,TRUE,11.33177338
5336,lcnl,purr,2,0.693147181,9.243773377,5.25,2.53,2.1,5,3,2,TRUE,TRUE,TRUE,11.34377338
5287,lcnl,prude,#N/A,#N/A,#N/A,12.11,2.54,4.844,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7142,3k,strike,5,1.609437912,8.244096157,7.75,2.34,3.1,0,12,23,TRUE,TRUE,TRUE,11.34409616
5291,3k,pry,#N/A,#N/A,#N/A,8.06,3.39,3.224,0,0,0,FALSE,TRUE,FALSE,
5648,3k,robe,3,1.098612289,8.80140916,6.38,2.91,2.552,4,9,10,TRUE,TRUE,TRUE,11.35340916
5294,unl,psych,#N/A,#N/A,#N/A,10.11,3.03,4.044,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5296,3k,pub,#N/A,#N/A,#N/A,12.05,3.84,4.82,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5298,lcnl,puce,#N/A,#N/A,#N/A,15.14,4.56,6.056,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5299,3k,puck,#N/A,#N/A,#N/A,7.79,4.02,3.116,0,1,1,FALSE,TRUE,FALSE,
2573,3k,fuel,4,1.386294361,8.487546753,7.17,2.79,2.868,8,21,24,TRUE,TRUE,TRUE,11.35554675
5305,lcnl,pug,#N/A,#N/A,#N/A,9.17,3.68,3.668,57,0,0,FALSE,TRUE,FALSE,
5307,3k,puke,#N/A,#N/A,#N/A,6.94,3.13,2.776,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5493,3k,raw,4,1.386294361,8.487546753,7.17,2.71,2.868,1,10,16,TRUE,TRUE,TRUE,11.35554675
3345,3k,hoot,5,1.609437912,8.244096157,7.78,5.06,3.112,53,0,0,TRUE,TRUE,TRUE,11.35609616
5315,3k,pulse,#N/A,#N/A,#N/A,10.21,2.27,4.084,0,3,4,FALSE,TRUE,FALSE,
8121,3k,wand,3,1.098612289,8.80140916,6.39,3.27,2.556,5,2,2,TRUE,TRUE,TRUE,11.35740916
5320,3k,pun,#N/A,#N/A,#N/A,11.21,3.65,4.484,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
7749,3k,trade,3,1.098612289,8.80140916,6.42,3.47,2.568,54,27,29,TRUE,TRUE,TRUE,11.36940916
5323,3k,punk,#N/A,#N/A,#N/A,10,4.46,4,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5326,3k,punt,#N/A,#N/A,#N/A,8.18,3.05,3.272,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1767,3k,dive,4,1.386294361,8.487546753,7.21,2.53,2.884,10,28,18,TRUE,TRUE,TRUE,11.37154675
7505,3k,thief,4,1.386294361,8.487546753,7.22,2.21,2.888,5,15,15,TRUE,TRUE,TRUE,11.37554675
5331,3k,purge,#N/A,#N/A,#N/A,11.56,3.68,4.624,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5333,unl,purl,#N/A,#N/A,#N/A,14.2,2.49,5.68,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
3799,3k,lace,3,1.098612289,8.80140916,6.44,2.75,2.576,1,5,5,TRUE,TRUE,TRUE,11.37740916
2216,3k,fifth,2,0.693147181,9.243773377,5.3585,2.32,2.1434,11,16,20,TRUE,TRUE,TRUE,11.38717338
5341,3k,pus,#N/A,#N/A,#N/A,7.78,1.99,3.112,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
6320,3k,sixth,2,0.693147181,9.243773377,5.3585,1.97,2.1434,5,12,10,TRUE,TRUE,TRUE,11.38717338
5344,lcnl,puss,#N/A,#N/A,#N/A,8.5,3.52,3.4,0,3,6,FALSE,TRUE,FALSE,
1013,3k,chess,2,0.693147181,9.243773377,5.37,2.03,2.148,0,1,2,TRUE,TRUE,TRUE,11.39177338
5347,unl,putsch,#N/A,#N/A,#N/A,15.75,3.77,6.3,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5348,3k,putt,#N/A,#N/A,#N/A,8.67,3.45,3.468,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5352,3k,pyre,#N/A,#N/A,#N/A,14.07,4.32,5.628,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
1664,3k,death,2,0.693147181,9.243773377,5.37,1.8,2.148,15,44,79,TRUE,TRUE,TRUE,11.39177338
5358,lcnl,quad,#N/A,#N/A,#N/A,12.58,4.49,5.032,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5361,lcnl,quail,#N/A,#N/A,#N/A,9.72,3.12,3.888,0,1,1,FALSE,TRUE,FALSE,
5364,3k,quaint,#N/A,#N/A,#N/A,12.58,3.29,5.032,0,0,0,FALSE,TRUE,FALSE,
5365,3k,quake,#N/A,#N/A,#N/A,8.15,2.21,3.26,0,0,1,FALSE,TRUE,FALSE,
5368,lcnl,qualm,#N/A,#N/A,#N/A,12.67,4.58,5.068,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5819,3k,sauce,2,0.693147181,9.243773377,5.37,2.24,2.148,1,3,4,TRUE,TRUE,TRUE,11.39177338
5374,3k,quartz,#N/A,#N/A,#N/A,9.28,2.97,3.712,0,0,1,FALSE,TRUE,FALSE,
5375,lcnl,quash,#N/A,#N/A,#N/A,12.1,4.09,4.84,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5377,3k,quay,#N/A,#N/A,#N/A,14.7,2.71,5.88,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4883,3k,peck,5,1.609437912,8.244096157,7.894866,4.03,3.1579464,0,4,3,TRUE,TRUE,TRUE,11.40204256
243,3k,beak,2,0.693147181,9.243773377,5.42,2.73,2.168,6,7,9,TRUE,TRUE,TRUE,11.41177338
5383,3k,quell,#N/A,#N/A,#N/A,13.58,2.64,5.432,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5386,3k,quench,#N/A,#N/A,#N/A,10.44,2.28,4.176,0,2,1,FALSE,TRUE,FALSE,
5388,3k,quest,#N/A,#N/A,#N/A,10.4,3.87,4.16,0,0,0,FALSE,TRUE,FALSE,
5390,3k,queue,#N/A,#N/A,#N/A,12.17,3.38,4.868,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5394,unl,quiche,#N/A,#N/A,#N/A,13.13,4.29,5.252,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5994,3k,seal,2,0.693147181,9.243773377,5.42,1.87,2.168,49,24,16,TRUE,TRUE,TRUE,11.41177338
5396,lcnl,quid,#N/A,#N/A,#N/A,11.27,5.08,4.508,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5399,3k,quill,#N/A,#N/A,#N/A,9.035165,3.14,3.614066,0,0,1,FALSE,TRUE,FALSE,
4239,3k,mare,7,1.945910149,7.877003467,8.84,3.88,3.536,0,7,9,TRUE,TRUE,TRUE,11.41300347
5403,unl,quin,#N/A,#N/A,#N/A,12.488033,2.46,4.9952132,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5404,3k,quince,#N/A,#N/A,#N/A,14,4.83,5.6,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5406,lcnl,quint,#N/A,#N/A,#N/A,12.5,4.48,5,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5408,lcnl,quip,#N/A,#N/A,#N/A,12.75,3.47,5.1,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5411,lcnl,quire,#N/A,#N/A,#N/A,14.9,2.18,5.96,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
5412,3k,quirk,#N/A,#N/A,#N/A,11.39,3.82,4.556,#N/A,#N/A,#N/A,FALSE,TRUE,FALSE,
4791,lcnl,pains,3,1.098612289,8.80140916,6.53077,2.28,2.612308,2,1,3,TRUE,TRUE,TRUE,11.41371716
4417,3k,mole,4,1.386294361,8.487546753,7.33,3.02,2.932,35,30,4,TRUE,TRUE,TRUE,11.41954675
5418,3k,quiz,#N/A,#N/A,#N/A,7.05,1.83,2.82,0,1,0,FALSE,TRUE,FALSE,
5422,3k,quote,#N/A,#N/A,#N/A,8.44,1.79,3.376,0,0,0,FALSE,TRUE,FALSE,
7854,3k,trust,3,1.098612289,8.80140916,6.55,2.39,2.62,12,22,21,TRUE,TRUE,TRUE,11.42140916
765,3k,bulb,3,1.098612289,8.80140916,6.56,2.23,2.624,5,7,11,TRUE,TRUE,TRUE,11.42540916
3805,3k,lad,4,1.386294361,8.487546753,7.35,2.18,2.94,25,19,14,TRUE,TRUE,TRUE,11.42754675
5433,3k,raft,#N/A,#N/A,#N/A,7.35,1.95,2.94,17,19,18,FALSE,TRUE,FALSE,
7132,3k,stretch,2,0.693147181,9.243773377,5.47,2.17,2.188,11,16,27,TRUE,TRUE,TRUE,11.43177338
4430,3k,mood,3,1.098612289,8.80140916,6.58,2.87,2.632,3,8,16,TRUE,TRUE,TRUE,11.43340916
5438,unl,ragged,#N/A,#N/A,#N/A,8.5,2.13,3.4,0,2,7,FALSE,TRUE,FALSE,
5440,3k,raid,#N/A,#N/A,#N/A,9.53,3.37,3.812,1,0,0,FALSE,TRUE,FALSE,
4982,3k,pinch,2,0.693147181,9.243773377,5.5,2.28,2.2,6,4,4,TRUE,TRUE,TRUE,11.44377338
4753,3k,ought,9,2.197224577,7.60281832,9.62,2.63,3.848,14,34,41,TRUE,TRUE,TRUE,11.45081832
